image_name,class,shape_hu_feat_0,shape_hu_feat_1,shape_hu_feat_2,shape_hu_feat_3,shape_hu_feat_4,shape_hu_feat_5,shape_hu_feat_6
image_0720,IM3V7,2.9542309223527554,7.903684485502753,7.999949581967042,7.999986197571816,-8.0,7.9999999996687325,8.0
image_0721,IM3V7,2.9839635580130195,7.903396027017329,7.999951709484502,7.999991689998823,8.0,7.999999999622503,8.0
image_0722,IM3V7,3.1088902106886356,7.958727591254198,7.999984783445531,7.999995871657516,-8.0,7.999999999937433,8.0
image_0723,IM3V7,2.975351817413636,7.91226802909749,7.999956824026917,7.999988225589003,-8.0,7.999999999736294,-8.0
image_0724,IM3V7,2.990662783609632,7.83118573917764,7.999952898116274,7.99999389153355,8.0,7.999999999579918,8.0
image_0725,IM3V7,2.9827890354605358,7.808352722970773,7.999954812627075,7.999990012859237,8.0,7.999999999726362,8.0
image_0726,IM3V7,2.975351817413636,7.91226802909749,7.999956824026917,7.999988225589003,-8.0,7.999999999736294,-8.0
image_0727,IM3V7,3.0099309602966757,7.923529103084888,7.999965951448058,7.999990802656582,-8.0,7.9999999998036175,8.0
image_0728,IM3V7,3.060661863240634,7.941253556651383,7.99997785898802,7.999994515008501,8.0,7.999999999892232,8.0
image_0729,IM3V7,2.974078363350106,7.911147846263884,7.999956017525387,7.999988116199083,-8.0,7.999999999715322,8.0
image_0730,IM3V7,2.9737748642631368,7.912432982788758,7.999955850536928,7.999988495998768,-8.0,7.9999999997406155,8.0
image_0731,IM3V7,2.97416034036502,7.91084157240557,7.999959672292347,7.999988500339349,-8.0,7.999999999734269,8.0
image_0732,IM3V7,2.971250992996424,7.91683841569517,7.999959876635665,7.999988317338422,-8.0,7.999999999752971,8.0
image_0733,IM3V7,2.9753897801901306,7.912105675381821,7.999957495950315,7.9999882805930564,-8.0,7.999999999738634,8.0
image_0734,IM3V7,2.941867835659174,7.974228779487172,7.999989540714559,7.999994235868185,-8.0,7.999999999960497,8.0
image_0735,IM3V7,2.9827890354605358,7.808352722970773,7.999954812627075,7.999990012859237,8.0,7.999999999726362,8.0
image_0736,IM3V7,2.9435840289949806,7.971977283331963,7.999988430696378,7.999993730579598,-8.0,7.9999999999534355,8.0
image_0737,IM3V7,3.003730229390117,7.839448849957702,7.999919056768818,7.999988698564449,8.0,7.999999999419349,8.0
image_0738,IM3V7,2.975351817413636,7.91226802909749,7.999956824026917,7.999988225589003,-8.0,7.999999999736294,-8.0
image_0739,IM3V7,2.9839635580130195,7.903396027017329,7.999951709484502,7.999991689998823,8.0,7.999999999622503,8.0
image_0740,IM3V7,2.983876493402449,7.902881968450409,7.999952162884093,7.999991697640539,8.0,7.999999999619041,8.0
image_0741,IM3V7,2.952930509867746,7.903156153220767,7.999949411656867,7.999986291503536,-8.0,7.999999999667467,8.0
image_0742,IM3V7,2.982848432968023,7.8086580469748785,7.99995632387187,7.9999900634689105,8.0,7.999999999716365,8.0
image_0743,IM3V7,3.056116606540384,7.939313269064964,7.999976934054305,7.999994289590702,8.0,7.999999999885361,8.0
image_0744,IM3V7,2.975351817413636,7.91226802909749,7.999956824026917,7.999988225589003,-8.0,7.999999999736294,-8.0
image_0745,IM3V7,2.9839635580130195,7.903396027017329,7.999951709484502,7.999991689998823,8.0,7.999999999622503,8.0
image_0746,IM3V7,2.982848432968023,7.8086580469748785,7.99995632387187,7.9999900634689105,8.0,7.999999999716365,8.0
image_0747,IM3V7,2.974061340593628,7.911617557709042,7.999957089103759,7.9999883274945125,-8.0,7.999999999721817,8.0
image_0748,IM3V7,2.9753773770903975,7.912289423736834,7.999957581747042,7.999988157512362,-8.0,7.999999999734631,8.0
image_0749,IM3V7,2.975351817413636,7.91226802909749,7.999956824026917,7.999988225589003,-8.0,7.999999999736294,-8.0
image_0750,IU6,2.8893754874107245,7.986697541721837,7.999994104779646,7.9999723824316415,8.0,7.999999999920718,8.0
image_0751,IU6,3.038926699047547,7.883491892682921,7.999960604003523,7.999887306861659,-8.0,-7.999999993931571,-8.0
image_0752,IU6,3.127270506806547,7.993478540672537,7.9999789971953135,7.999982430887313,-8.0,-7.9999999998164855,-8.0
image_0753,IU6,3.038926699047547,7.883491892682921,7.999960604003523,7.999887306861659,-8.0,-7.999999993931571,-8.0
image_0754,IU6,2.9362962002965225,7.951235280929515,7.999975289134559,7.999917621032333,8.0,7.999999998395907,-8.0
image_0755,IU6,3.0594745058642427,7.83413539517642,7.999933429417717,7.999881171690652,-8.0,-7.999999992306223,8.0
image_0756,IU6,2.683924919800153,7.856789846348029,7.99985116974407,7.999518756203213,7.999999999999997,7.999999982783706,7.999999999999999
image_0757,IU6,2.936048774772384,7.958887897336014,7.999980576209854,7.999997376581826,8.0,7.999999999918716,-8.0
image_0758,IU6,2.9362962002965225,7.951235280929515,7.999975289134559,7.999917621032333,8.0,7.999999998395907,-8.0
image_0759,IU6,3.04249060557544,7.988473037959259,7.999960012171825,7.9999542195265505,-8.0,-7.999999999380589,-8.0
image_0760,IU6,2.9463809864663166,7.872989189125781,7.999965781262248,7.999995221963736,-8.0,7.999999999812816,-8.0
image_0761,IU6,3.1077343982464387,7.912717379772943,7.999976365978037,7.9999289054543805,-8.0,-7.999999996737948,8.0
image_0762,IU6,3.008356519856836,7.976810307303152,7.9999490042891415,7.999976087473472,-8.0,-7.999999999448912,-8.0
image_0763,IU6,2.9940225608856004,7.965529699624277,7.999992445410323,7.999942037261843,-8.0,-7.999999998341912,-8.0
image_0764,IU6,3.0572954601442244,7.974103243291123,7.999989288899531,7.9999721200371745,8.0,7.999999999739868,8.0
image_0765,IU6,2.7766225974194736,7.961826165100019,7.999739085188567,7.999711469901094,-7.999999999999998,-7.999999992809853,-7.999999999999999
image_0766,IU6,3.102606340244278,7.910388970381499,7.999975228480955,7.999926443509428,-8.0,-7.999999996571257,8.0
image_0767,IU6,3.009761355826776,7.976947510841559,7.999948936931668,7.999975967445382,-8.0,-7.999999999449084,-8.0
image_0768,IU6,2.963965280532448,7.932947441967979,7.999965521294464,7.999883567745203,8.0,7.999999996567032,-8.0
image_0769,IU6,2.93773900040792,7.956359168855618,7.999977655825351,7.999996848755395,8.0,7.999999999899392,8.0
image_0770,IU6,2.937625885957121,7.956992810620499,7.999977755624947,7.999996882781864,8.0,7.999999999901342,-8.0
image_0771,IU6,2.9362962002965225,7.951235280929515,7.999975289134559,7.999917621032333,8.0,7.999999998395907,-8.0
image_0772,IU6,3.01924510023319,7.917210466269235,7.999957213716444,7.999979738868519,-8.0,-7.99999999913719,-8.0
image_0773,IU6,2.9364001977801872,7.951077199639497,7.999975648026885,7.999917333383537,8.0,7.999999998358779,8.0
image_0774,IU6,2.9800602325709615,7.926591722415295,7.999958295718122,7.999870114400509,8.0,7.999999995705746,-8.0
image_0775,IU6,3.038926699047547,7.883491892682921,7.999960604003523,7.999887306861659,-8.0,-7.999999993931571,-8.0
image_0776,IU6,2.980719547254574,7.985353389352339,7.999969902137702,7.999979291060342,-8.0,-7.999999999624864,-8.0
image_0777,IU6,2.752735882775161,7.90102974944329,7.999919884136836,7.99998911346507,8.0,7.99999999946254,-8.0
image_0778,IU6,3.0762012877028053,7.983079073925235,7.999967683416631,7.999984734019554,-8.0,-7.9999999997018225,-8.0
image_0779,IU6,3.038855425693288,7.882944295945007,7.999960689181062,7.9998873077918216,-8.0,-7.99999999391851,8.0
image_0780,IU6,2.905766443318715,7.980496168322237,7.999991338972718,7.999999192317917,8.0,7.999999999997846,8.0
image_0781,IU6,2.9451362946877517,7.83112922630802,7.999969266791954,7.999911903676925,8.0,7.99999999497777,8.0
image_0782,IU6,3.04152821167693,7.988390398807217,7.999960466069924,7.999953369519437,-8.0,-7.9999999993691056,-8.0
image_0783,IU6,2.8219755693142807,7.920136296251979,7.999943674639553,7.999818081449144,8.0,7.999999995330188,8.0
image_0784,IU6,3.114567462962423,7.9877015036584735,7.999976529146672,7.999988555033396,-8.0,-7.999999999811862,-8.0
image_0785,IU6,2.9346705262717623,7.950252507544576,7.999974029821985,7.999915347280229,8.0,7.999999998287498,8.0
image_0786,IU6,2.892951616833787,7.984014714017323,7.999992456406264,7.999968158543758,8.0,7.9999999998790905,8.0
image_0787,IU6,2.798263995968356,7.9651320534330585,7.999783805741939,7.999749930336696,-7.999999999999999,-7.9999999940738675,-7.999999999999999
image_0788,IU6,2.7931739693514244,7.910231227128153,7.999933088860008,7.999777220162245,7.999999999999999,7.99999999384712,8.0
image_0789,IU6,2.936942927602132,7.955518690847043,7.999976468326233,7.999996739372424,8.0,7.999999999896871,-8.0
image_0790,IU6,3.009794455594554,7.97724709058556,7.9999500922845,7.999976121525421,-8.0,-7.9999999994587805,-8.0
image_0791,IU6,2.947233297453253,7.948747751484501,7.9999859192687754,7.999994834983501,-8.0,7.999999999825827,-8.0
image_0792,IU6,3.0646965086456923,7.982057297526718,7.999964405273843,7.999983413823668,-8.0,-7.999999999667305,-8.0
image_0793,IU6,2.998460723964627,7.967339391028461,7.999985724414507,7.999997876081575,8.0,7.999999999942568,-8.0
image_0794,IU6,3.0133876179834926,7.9652645343665265,7.999984794274338,7.999952738300053,8.0,7.999999999259304,8.0
image_0795,IU6,3.0245469654309733,7.970916007969014,7.999938015522689,7.999974262007038,-8.0,-7.999999999385249,-8.0
image_0796,IU6,3.0085205068283694,7.977667049558856,7.99995012482547,7.999975344825937,-8.0,-7.999999999442782,-8.0
image_0797,IU6,2.936311756961065,7.9510897540844585,7.99997483525849,7.999917633214078,8.0,7.999999998373882,8.0
image_0798,IU6,2.9350493660608987,7.950094331897946,7.9999748072848575,7.999915409453398,8.0,7.999999998283178,8.0
image_0799,IU6,3.031856527904333,7.895451044101676,7.999967275857485,7.999890335878105,-8.0,-7.999999994419056,8.0
image_0800,OM7P7,2.916409475170466,7.9973229739881475,7.999970226485576,7.999555402890244,8.0,7.999999996686988,7.999999999999999
image_0801,OM7P7,2.9251080725252105,7.917243209178686,7.999965124556641,7.999561654664033,8.0,7.999999984216454,7.999999999999999
image_0802,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0803,OM7P7,2.972362588826379,7.998000386850659,7.999980565446708,7.999704568678453,8.0,7.999999998151459,7.999999999999999
image_0804,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0805,OM7P7,2.9165531887487157,7.997282646555788,7.99996907840727,7.999560843574597,8.0,7.999999996757003,7.999999999999999
image_0806,OM7P7,2.930597891766761,7.765474894239365,7.999957348208124,7.999556452492585,8.0,7.999999968837551,7.999999999999998
image_0807,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0808,OM7P7,2.9252366692230787,7.9478458347866905,7.999967978955894,7.999563067004797,8.0,7.999999995323615,7.999999999999999
image_0809,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0810,OM7P7,2.9251080725252105,7.917243209178686,7.999965124556641,7.999561654664033,8.0,7.999999984216454,7.999999999999999
image_0811,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0812,OM7P7,2.9181372335470894,7.9974623215387055,7.999970774895083,7.999569137280062,8.0,7.999999996901792,7.999999999999999
image_0813,OM7P7,2.9166359569662785,7.997387077206239,7.999968372032526,7.999560879133682,8.0,7.999999996853971,7.999999999999999
image_0814,OM7P7,2.930597891766761,7.765474894239365,7.999957348208124,7.999556452492585,8.0,7.999999968837551,7.999999999999998
image_0815,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0816,OM7P7,2.9165628476897094,7.997315714219298,7.999970586031216,7.999557247381205,8.0,7.999999996758601,7.999999999999999
image_0817,OM7P7,2.671637970974129,7.991331397233907,7.999834399720087,7.997599582270815,7.9999999999999964,7.999999968067604,7.999999999999965
image_0818,OM7P7,2.981973897451162,7.998334130580119,7.999982044648971,7.999725720721534,8.0,7.999999998431182,8.0
image_0819,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0820,OM7P7,2.9165502020704217,7.997352459091959,7.9999710411596325,7.9995607548320775,8.0,7.99999999678426,7.999999999999999
image_0821,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0822,OM7P7,2.900940614037697,7.99850078906682,7.999989527413715,7.9998238498600776,8.0,7.999999999006711,8.0
image_0823,OM7P7,2.9044509453644975,7.998093714626558,7.999985227463131,7.999769608417992,8.0,7.999999998567243,8.0
image_0824,OM7P7,2.9169540569560812,7.998428112748337,7.999977593175026,7.999566816196451,8.0,7.999999997737624,7.999999999999999
image_0825,OM7P7,2.930597891766761,7.765474894239365,7.999957348208124,7.999556452492585,8.0,7.999999968837551,7.999999999999998
image_0826,OM7P7,2.9251080725252105,7.917243209178686,7.999965124556641,7.999561654664033,8.0,7.999999984216454,7.999999999999999
image_0827,OM7P7,2.9168769984536036,7.997535121276236,7.999969514104516,7.99956187374657,8.0,7.999999996919148,7.999999999999999
image_0828,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0829,OM7P7,2.9252366692230787,7.9478458347866905,7.999967978955894,7.999563067004797,8.0,7.999999995323615,7.999999999999999
image_0830,OM7P7,2.838104902971457,7.996267926235936,7.999948355027872,7.9992431999738915,8.0,7.999999993453039,7.9999999999999964
image_0831,OM7P7,2.9181372335470894,7.9974623215387055,7.999970774895083,7.999569137280062,8.0,7.999999996901792,7.999999999999999
image_0832,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0833,OM7P7,2.9050156774066718,7.998104362646779,7.9999856590072485,7.999759118241032,8.0,7.999999998471774,8.0
image_0834,OM7P7,2.916647243203422,7.9974894237126115,7.999972555854996,7.999561383121658,8.0,7.999999996967887,7.999999999999999
image_0835,OM7P7,2.6842764083565718,7.992909500809204,7.999853323188012,7.997811220848396,7.999999999999997,7.999999973169065,7.999999999999972
image_0836,OM7P7,3.0529415912297986,7.998219167456762,7.99998873825313,7.999877611562398,8.0,7.999999999348735,8.0
image_0837,OM7P7,2.9166673896452173,7.9975363011075595,7.99997208539909,7.999561492876256,8.0,7.9999999969072375,7.999999999999999
image_0838,OM7P7,2.9252366692230787,7.9478458347866905,7.999967978955894,7.999563067004797,8.0,7.999999995323615,7.999999999999999
image_0839,OM7P7,2.9181784488554845,7.997420570373564,7.999971046970002,7.999568331731786,8.0,7.99999999688666,-7.999999999999999
image_0840,OM7P7,2.916656416086624,7.997318722593535,7.999969940464842,7.999556179426186,8.0,7.999999996779925,7.999999999999999
image_0841,OM7P7,2.9181372335470894,7.9974623215387055,7.999970774895083,7.999569137280062,8.0,7.999999996901792,7.999999999999999
image_0842,OM7P7,2.9304714719400815,7.998614897710594,7.999960321083192,7.999316963482654,8.0,7.999999996891604,7.999999999999997
image_0843,OM7P7,2.9251080725252105,7.917243209178686,7.999965124556641,7.999561654664033,8.0,7.999999984216454,7.999999999999999
image_0844,OM7P7,2.7661106808388554,7.994870195941011,7.9999187728223955,7.998752012148582,7.999999999999999,7.999999987081347,7.999999999999991
image_0845,OM7P7,2.918163203257041,7.997484316365357,7.999971611243193,7.999568297185857,8.0,7.999999996908585,7.999999999999999
image_0846,OM7P7,2.977464088494266,7.998296023109295,7.999981598828104,7.999716448895248,8.0,7.999999998352229,7.999999999999999
image_0847,OM7P7,2.9251080725252105,7.917243209178686,7.999965124556641,7.999561654664033,8.0,7.999999984216454,7.999999999999999
image_0848,OM7P7,2.780687369461262,7.9951157684996135,7.99992928259686,7.998871569958546,7.999999999999999,7.999999988748561,7.999999999999993
image_0849,OM7P7,2.9250272947085665,7.91718245570632,7.999963457529939,7.999563835647391,8.0,7.999999984273938,7.999999999999999
image_0850,OP2U4,2.8475289640731636,7.9943424207955225,7.99982521228766,7.9965275278548225,7.999999999999982,-7.999999962742319,-7.99999999999994
image_0851,OP2U4,2.8433650895140588,7.991386398658638,7.99999565726916,7.999029981916414,8.0,7.999999986430676,-7.999999999999998
image_0852,OP2U4,2.948579802220596,7.978736855683735,7.999950655775443,7.999575991523333,7.999999999999999,7.9999999952524545,7.999999999999999
image_0853,OP2U4,2.8422216239841838,7.964127878781856,7.999906669294624,7.999170716069985,7.999999999999998,7.999999989188671,7.999999999999995
image_0854,OP2U4,2.8567216385788323,7.941971727031931,7.999775554857365,7.996469908852869,7.999999999999969,7.999999975297176,-7.999999999999934
image_0855,OP2U4,2.856471099677339,7.966753551397312,7.999801691767478,7.996589972371318,7.999999999999982,7.999999988857814,-7.999999999999938
image_0856,OP2U4,2.8493660818924056,7.961946244678806,7.99989904901775,7.99913003967949,7.999999999999998,7.999999988750871,7.999999999999995
image_0857,OP2U4,2.8493885299431776,7.994176771902329,7.9998260413517075,7.996610708317495,7.999999999999983,-7.999999964022146,7.999999999999942
image_0858,OP2U4,2.799491917734337,7.845584291673176,7.999865365616574,7.998991631584374,-7.999999999999995,-7.999999936827244,-7.999999999999993
image_0859,OP2U4,2.6608028602191474,7.911009563236311,7.999634850861205,7.9967749923047835,7.9999999999999725,7.999999935679455,7.999999999999924
image_0860,OP2U4,2.8455156938376334,7.9615338788583045,7.9998944484015455,7.999109245735955,7.999999999999997,7.9999999880911465,-7.999999999999994
image_0861,OP2U4,2.7921444587476363,7.868943297503954,7.999874438019308,7.998945824601107,-7.999999999999995,-7.999999942645946,-7.999999999999993
image_0862,OP2U4,2.843755955279923,7.961335233231367,7.999896029895564,7.9990905626206565,7.999999999999997,7.9999999877728785,7.999999999999994
image_0863,OP2U4,2.7905418462758997,7.940646051720455,7.999953422574027,7.999511045479407,-7.999999999999999,-7.99999998272083,-7.999999999999998
image_0864,OP2U4,2.574554615544705,7.704514377201972,7.999429455654723,7.995222072760372,-7.99999999999989,-7.999999564278697,-7.9999999999998535
image_0865,OP2U4,2.849527797615469,7.994188388531984,7.999827775007642,7.996614831057335,7.999999999999984,-7.999999964270921,-7.999999999999942
image_0866,OP2U4,2.799491917734337,7.845584291673176,7.999865365616574,7.998991631584374,-7.999999999999995,-7.999999936827244,-7.999999999999993
image_0867,OP2U4,2.8438784661436607,7.996920790242436,7.999856216083074,7.997034554947791,7.999999999999988,-7.99999997762427,-7.9999999999999565
image_0868,OP2U4,2.794158624487751,7.868919977046175,7.999879354972304,7.998964825637698,-7.999999999999995,-7.999999943251193,7.999999999999993
image_0869,OP2U4,2.929094585895388,7.994341778097202,7.999905809708577,7.998198466524272,7.999999999999996,-7.999999981911313,-7.999999999999983
image_0870,OP2U4,2.9751140153890976,7.995197613597445,7.999997012383356,7.999471156760378,8.0,7.999999994470118,-8.0
image_0871,OP2U4,2.9259540864465374,7.994525612077152,7.999995788364934,7.999162754051858,7.999999999999999,7.9999999905962165,-7.999999999999999
image_0872,OP2U4,2.847731876632808,7.993513034730262,7.999823610948647,7.996604630681719,7.999999999999984,-7.999999964669238,-7.999999999999941
image_0873,OP2U4,2.852382806020563,7.924327761566325,7.999864829296251,7.999109342479689,7.999999999999997,7.999999961109584,7.999999999999994
image_0874,OP2U4,2.794158624487751,7.868919977046175,7.999879354972304,7.998964825637698,-7.999999999999995,-7.999999943251193,7.999999999999993
image_0875,OP2U4,2.7939258889971557,7.808631718317595,7.999786915121051,7.998496367858155,-7.9999999999999885,-7.9999998970388315,-7.999999999999984
image_0876,OP2U4,2.8600492263833996,7.972734839928664,7.999713773403498,7.995050075580363,7.999999999999969,-7.999999888719725,-7.999999999999867
image_0877,OP2U4,2.8597863925523908,7.9341948841803,7.999991487957692,7.998437205200225,7.999999999999998,7.999999949094156,-7.9999999999999964
image_0878,OP2U4,2.799810521982161,7.916735721922033,7.999860533143203,7.998905604458751,-7.999999999999995,-7.999999981440072,-7.999999999999992
image_0879,OP2U4,2.843893104439038,7.960904128702849,7.999902306460671,7.999097476057394,7.999999999999998,7.999999988612675,7.999999999999994
image_0880,OP2U4,2.8398887399889934,7.998721225835548,7.999882540936602,7.997553736336493,7.999999999999992,-7.999999989021678,-7.999999999999971
image_0881,OP2U4,2.8077899718122064,7.8750235933792085,7.999889016673924,7.999050171339269,-7.999999999999996,-7.999999949490733,-7.999999999999995
image_0882,OP2U4,2.672289715782023,7.986681891414324,7.999417391860432,7.988440698891103,7.9999999999998215,-7.999999808037969,-7.999999999999318
image_0883,OP2U4,2.8523520510422613,7.924406091960758,7.999866426407542,7.999105358167508,7.999999999999997,7.999999960953561,7.999999999999994
image_0884,OP2U4,2.84745691517237,7.993548656437361,7.999825155351898,7.996579612898174,7.999999999999984,-7.999999963706802,-7.999999999999941
image_0885,OP2U4,2.589248535110121,7.7148394300001515,7.999491535440834,7.995707676716855,-7.999999999999914,-7.999999617170816,-7.999999999999881
image_0886,OP2U4,2.794296738919988,7.868957928254521,7.9998776206845665,7.998966820237093,-7.999999999999995,-7.999999943499383,-7.999999999999993
image_0887,OP2U4,2.792451424264485,7.867600013384169,7.999871885364336,7.9989479065318445,-7.999999999999995,-7.999999942393009,-7.999999999999993
image_0888,OP2U4,2.7245951654395113,7.933026801014098,7.999752264820325,7.997917836482157,7.999999999999988,7.999999962192568,7.999999999999968
image_0889,OP2U4,2.8454611603604647,7.961643738442499,7.9998950564571185,7.999108337554174,7.999999999999997,7.999999987987472,7.999999999999994
image_0890,OP2U4,2.8476239282800173,7.9935485992388,7.999828394702169,7.996531320082487,7.999999999999984,-7.999999961497148,-7.99999999999994
image_0891,OP2U4,2.843697631092707,7.96193956613336,7.999894259987867,7.99909300507488,7.999999999999997,7.999999987831285,7.999999999999994
image_0892,OP2U4,2.832516181061171,7.98715345629804,7.9999727598036845,7.999700616251725,8.0,7.999999997219944,7.999999999999999
image_0893,OP2U4,2.792802740770744,7.8442184320166355,7.999845475931447,7.998776006597346,-7.999999999999993,-7.999999926028447,-7.99999999999999
image_0894,OP2U4,2.856379649757897,7.9274617570277375,7.999795509925399,7.998376027204902,7.999999999999993,7.9999999817725005,7.99999999999998
image_0895,OP2U4,2.790030487196982,7.95592006013173,7.999966755080327,7.999621087060454,-7.999999999999999,-7.999999988626602,-7.999999999999999
image_0896,OP2U4,2.8511977092525016,7.989824074834028,7.999989629857414,7.998450994417927,7.999999999999997,7.999999976312858,-7.9999999999999964
image_0897,OP2U4,2.853179434830931,7.989934916881477,7.999991215863763,7.99846911706567,7.999999999999998,7.999999976689734,-7.9999999999999964
image_0898,OP2U4,2.8455156938376334,7.9615338788583045,7.9998944484015455,7.999109245735955,7.999999999999997,7.9999999880911465,-7.999999999999994
image_0899,OP2U4,2.8493885299431776,7.994176771902329,7.9998260413517075,7.996610708317495,7.999999999999983,-7.999999964022146,7.999999999999942
image_0900,IV6U7,3.132738845475324,7.91250350845986,7.999991290993516,7.999993562327625,8.0,7.9999999999663425,8.0
image_0901,IV6U7,2.8864839514576506,7.745232945198519,7.99994115666224,7.999973924697145,-8.0,7.999999999186443,8.0
image_0902,IV6U7,3.0139738352626257,7.841530384339595,7.999975138883096,7.9999893533601245,-8.0,7.99999999975862,8.0
image_0903,IV6U7,2.7645256781527467,7.6161579922465865,7.999862840895654,7.999939264685003,-8.0,7.999999997505362,8.0
image_0904,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0905,IV6U7,3.0542019892499606,7.7408392260888865,7.999963899142682,7.99998147428209,8.0,7.999999999710419,8.0
image_0906,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0907,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0908,IV6U7,3.0149591944101273,7.842527099551598,7.999976196116422,7.999989479112951,-8.0,7.999999999751442,8.0
image_0909,IV6U7,3.0205516774912358,7.635576959681943,7.999965718574572,7.999992022432553,8.0,7.999999999756124,8.0
image_0910,IV6U7,2.7202875742960297,7.556705606681024,7.999830188205558,7.999917185944352,-8.0,7.99999999597056,8.0
image_0911,IV6U7,3.0232382382915386,7.436999257931589,7.999947844445265,7.999994170995995,8.0,-7.99999999995163,8.0
image_0912,IV6U7,3.036773640719461,7.7712898046687116,7.999965361381193,7.999984074028036,8.0,7.999999999699937,8.0
image_0913,IV6U7,3.014053782457528,7.840505232250519,7.999975374260453,7.9999892938092065,-8.0,7.999999999750788,8.0
image_0914,IV6U7,3.0138020941225485,7.840961401438387,7.999974854789617,7.9999893840052785,-8.0,7.999999999750686,8.0
image_0915,IV6U7,2.9824130319265487,7.937418142478998,7.9999906295257786,7.999995523447333,-8.0,7.999999999918477,8.0
image_0916,IV6U7,3.013841097354701,7.8394962708827745,7.9999755564545225,7.999989255701061,-8.0,7.999999999742296,8.0
image_0917,IV6U7,3.013835289084059,7.841614264349924,7.999975423938485,7.999989440967047,-8.0,7.999999999747786,8.0
image_0918,IV6U7,3.1350133127859947,7.916188391254738,7.999991902328986,7.9999942563509086,8.0,7.999999999978231,8.0
image_0919,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0920,IV6U7,3.0274196993795837,7.796057408011027,7.9999678899983255,7.999985940801986,-8.0,7.999999999701299,8.0
image_0921,IV6U7,3.017730237374812,7.828695027671634,7.999972945387961,7.999988565635286,-8.0,7.999999999740012,8.0
image_0922,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0923,IV6U7,3.0397717044075727,7.763673773601557,7.999964770235608,7.999983507030127,8.0,7.999999999706628,8.0
image_0924,IV6U7,3.014980072994388,7.841998106947057,7.999976165136287,7.9999894685036494,-8.0,7.999999999751342,8.0
image_0925,IV6U7,3.0137681019841143,7.840773985753762,7.999975568265724,7.999989376876331,-8.0,7.999999999751126,8.0
image_0926,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
image_0927,IV6U7,3.1187429082767917,7.897756979472139,7.999988593027024,7.999993464590775,8.0,7.99999999996234,8.0
image_0928,IV6U7,3.0468096549522055,7.860313129241292,7.999979794315414,7.999991463717461,-8.0,7.999999999815647,8.0
image_0929,IV6U7,3.0514219299298047,7.744669210814823,7.9999643788932415,7.999981603558141,8.0,7.999999999711607,8.0
image_0930,IV6U7,3.0139052820077024,7.83976137932654,7.999975692571164,7.9999894456315435,-8.0,7.999999999751224,8.0
image_0931,IV6U7,3.0138068996760277,7.841269584625661,7.999975567550321,7.999989363053999,-8.0,7.999999999754702,8.0
image_0932,IV6U7,2.981318345257246,7.940995947377275,7.99999067102163,7.99999588829932,-8.0,7.999999999926913,8.0
image_0933,IV6U7,3.0138830897142284,7.842586691526248,7.999974763386643,7.999989427881673,-8.0,7.999999999758703,8.0
image_0934,IV6U7,3.0232382382915386,7.436999257931589,7.999947844445265,7.999994170995995,8.0,-7.99999999995163,8.0
image_0935,IV6U7,3.0140687104236377,7.841892330843393,7.999975689885536,7.99998942718301,-8.0,7.999999999760721,8.0
image_0936,IV6U7,2.9186588987087942,7.7728873468556445,7.999952845036743,7.999979530802284,-8.0,7.999999999392185,8.0
image_0937,IV6U7,3.034416232336404,7.777750022972774,7.99996570162337,7.9999844033065415,8.0,7.999999999701841,8.0
image_0938,IV6U7,3.0150181421054794,7.842296753963744,7.999976016536762,7.999989490943367,-8.0,7.9999999997455955,-8.0
