image_name,class,texture_blk_feat_0,texture_blk_feat_1,texture_blk_feat_2,texture_blk_feat_3,texture_blk_feat_4,texture_blk_feat_5,texture_blk_feat_6,texture_blk_feat_7,texture_blk_feat_8,texture_blk_feat_9,texture_blk_feat_10,texture_blk_feat_11,texture_blk_feat_12,texture_blk_feat_13,texture_blk_feat_14,texture_blk_feat_15,texture_blk_feat_16,texture_blk_feat_17,texture_blk_feat_18,texture_blk_feat_19,texture_blk_feat_20,texture_blk_feat_21,texture_blk_feat_22,texture_blk_feat_23,texture_blk_feat_24,texture_blk_feat_25,texture_blk_feat_26,texture_blk_feat_27,texture_blk_feat_28,texture_blk_feat_29,texture_blk_feat_30,texture_blk_feat_31
image_2428,IM7U4,90.57588,131.16185,138.6229,100.15085,126.9805,200.26534,189.25562,70.59284,141.92137,205.38177,182.74927,61.881218,90.25251,137.26639,82.54329,64.33778,9.105607,42.06753,38.34009,27.87902,41.969078,7.1744227,17.157398,37.61663,46.569736,4.7581096,41.090977,19.803173,36.542618,68.07903,67.66971,10.319757
image_2429,IM7U4,84.021835,120.22844,127.26735,82.72767,87.29103,191.85919,195.52618,120.077126,79.87538,190.07697,193.31989,117.71955,65.26699,113.31438,120.15239,57.75453,16.095772,39.349026,42.555016,21.831682,33.454887,18.80654,7.013045,49.399014,36.25847,9.574497,9.408318,55.99497,9.373983,64.378716,68.924225,26.811575
image_2430,IM7U4,71.31659,120.34032,124.20543,77.8878,79.240036,189.78748,196.50883,124.865425,85.00891,191.6113,194.48854,112.92411,57.230057,118.213,117.4162,49.002377,32.212013,38.170914,46.06071,33.917694,34.30606,23.554686,6.904656,49.064156,40.965424,8.895779,8.939067,58.663788,21.87126,67.31539,67.85953,29.775183
image_2431,IM7U4,89.937485,130.84808,138.34653,99.501015,126.55083,200.14545,188.92654,70.00235,141.38423,205.38904,182.7308,61.11962,89.663826,136.85907,82.21832,63.446945,9.037824,42.283627,38.574814,28.048954,42.090073,7.1975856,17.081244,37.55542,46.75759,4.815457,41.27958,19.603016,36.634758,68.218895,67.8349,10.23849
image_2432,IM7U4,97.84358,107.76196,117.165985,100.37857,90.913284,155.24203,173.09662,119.603294,90.49561,170.79152,172.38432,111.15769,74.2749,108.242004,104.27952,83.705765,8.022878,18.576231,23.024578,13.167844,18.577093,28.949903,5.1817975,30.310543,20.750463,9.895517,6.6802235,32.278934,11.678652,47.08234,46.319862,16.820406
image_2433,IM7U4,53.666473,92.42613,139.45074,77.69046,60.372528,188.17596,205.06607,133.7589,61.30145,186.65189,200.431,128.6476,83.13904,137.65936,131.9963,83.05668,20.069786,73.17931,65.37303,45.124756,19.256464,32.744644,5.006782,52.914158,32.95505,21.844479,6.6012034,41.62573,42.503788,37.592026,46.635044,28.006514
image_2434,IM7U4,107.8882,122.925255,137.45099,111.512856,96.90434,196.70703,224.02814,141.27228,96.182526,220.56352,223.00977,128.21196,71.099396,123.507034,117.61831,85.657684,12.709235,28.647003,35.64281,20.219458,28.872446,44.78789,7.78224,46.728138,32.13887,15.178919,9.98866,50.09489,18.082674,73.00309,71.79829,26.040245
image_2435,IM7U4,85.980255,121.03351,127.983826,84.94159,87.91538,191.96179,195.78833,120.8525,81.351105,190.43219,193.59494,118.42136,67.826385,113.894394,120.60098,59.67491,15.20009,38.400997,41.55173,20.924412,33.000908,18.777048,7.0920496,48.649605,35.647915,9.747414,9.54049,55.10613,9.027992,63.74185,68.60206,26.35501
image_2436,IM7U4,82.62709,119.8734,126.67785,91.243195,115.96146,183.12866,173.28822,64.206955,129.69435,187.9003,167.15982,56.30247,82.36258,125.36899,75.2446,58.447422,8.290731,38.61378,35.128723,25.677948,38.46525,6.621193,15.749886,34.24846,42.705486,4.287925,37.78367,18.122793,33.43881,62.368458,62.153366,9.390123
image_2437,IM7U4,83.20618,127.78375,120.57829,84.61737,120.55097,196.11798,192.19171,87.837494,118.12781,194.09348,190.76523,80.37882,58.088474,120.75772,113.87122,65.63825,21.860918,42.52944,39.212124,16.185919,49.4841,6.9727263,18.765812,33.469585,55.995796,9.537088,9.60234,36.342983,26.870169,69.006165,64.36731,9.293195
image_2438,IM7U4,73.27015,100.52231,105.73732,60.884014,109.487045,190.57053,188.57388,82.28191,120.71032,191.58476,168.19513,82.85756,95.28104,117.383514,105.032074,92.288925,22.156136,61.26898,62.472942,15.347154,42.731735,8.984302,13.19422,27.35139,40.13429,7.0528407,38.23682,24.628315,17.570759,30.581657,24.565432,10.640164
image_2439,IM7U4,95.25407,117.50859,104.99625,92.24484,120.82187,191.60393,168.08762,82.70601,109.4415,190.49321,188.58324,82.307556,73.154236,100.51701,105.77988,60.886765,17.489159,30.4857,24.613976,10.693057,40.238544,7.0662727,38.2582,24.630674,42.732407,8.975974,13.145338,27.37844,22.167997,61.24762,62.277534,15.397009
image_2440,IM7U4,91.92551,104.64311,117.001495,94.828285,82.41972,167.56674,191.00894,120.1876,81.75104,188.08418,190.33832,109.067245,60.2928,105.11817,100.013725,72.68474,10.659425,24.459324,30.417513,17.366837,24.550468,38.225323,7.3043776,40.096317,27.392916,13.197625,9.136392,42.760223,15.308819,62.530186,61.272156,22.117199
image_2441,IM7U4,91.001434,131.0177,138.45638,100.754166,126.700874,199.89328,188.86784,70.79332,141.53928,205.00586,182.43831,62.33823,90.933136,136.9833,82.265656,65.17084,8.569667,41.6409,37.89371,27.380411,41.605103,7.2159457,17.26227,37.268665,46.06475,4.883713,41.295895,19.74036,35.9119,67.754036,67.52766,10.361521
image_2442,IM7U4,83.20618,127.78375,120.57829,84.61737,120.55097,196.11798,192.19171,87.837494,118.12781,194.09348,190.76523,80.37882,58.088474,120.75772,113.87122,65.63825,21.860918,42.52944,39.212124,16.185919,49.4841,6.9727263,18.765812,33.469585,55.995796,9.537088,9.60234,36.342983,26.870169,69.006165,64.36731,9.293195
image_2443,IM7U4,91.57559,104.59996,116.98794,94.63617,82.27814,167.82039,191.32379,120.36664,81.768745,188.33989,190.48822,109.10666,60.219284,105.2745,100.14643,72.820984,10.757535,24.565573,30.549547,17.375261,24.601652,38.28447,6.947336,40.09605,27.472755,13.184387,9.132481,42.877403,15.479785,62.576927,61.36134,22.222303
image_2444,IM7U4,83.9803,120.096054,127.2262,82.68962,87.31123,191.64668,195.3329,120.132675,79.92473,190.16072,193.47633,117.68408,65.16789,113.26829,120.193375,57.6606,16.335363,39.27634,42.39729,21.877998,33.410873,18.634869,6.9579926,49.482185,36.318756,9.625594,9.285389,55.973064,9.420461,64.271194,68.81649,26.810621
image_2445,IM7U4,83.20618,127.78375,120.57829,84.61737,120.55097,196.11798,192.19171,87.837494,118.12781,194.09348,190.76523,80.37882,58.088474,120.75772,113.87122,65.63825,21.860918,42.52944,39.212124,16.185919,49.4841,6.9727263,18.765812,33.469585,55.995796,9.537088,9.60234,36.342983,26.870169,69.006165,64.36731,9.293195
image_2446,IM7U4,90.61689,131.25426,138.55722,100.051834,126.907135,200.30219,189.27393,70.554855,141.86174,205.43669,182.76521,61.935143,90.286476,137.37923,82.53315,64.41813,9.064959,42.208855,38.443203,27.856028,42.001877,7.1328073,17.133339,37.410347,46.55401,4.668285,41.16895,19.69403,36.43966,68.07453,67.74338,10.253099
image_2447,IM7U4,90.25613,130.87204,138.22697,99.74436,126.58775,200.10565,188.78912,70.11184,141.34938,204.96432,182.42549,61.30989,89.885605,136.80243,82.17031,63.781155,9.000545,42.16363,38.3528,27.915186,42.005066,7.2076488,17.114807,37.5065,46.536434,4.7617044,41.244904,19.657055,36.5248,68.12125,67.7458,10.228536
image_2448,IM7U4,95.25407,117.50859,104.99625,92.24484,120.82187,191.60393,168.08762,82.70601,109.4415,190.49321,188.58324,82.307556,73.154236,100.51701,105.77988,60.886765,17.489159,30.4857,24.613976,10.693057,40.238544,7.0662727,38.2582,24.630674,42.732407,8.975974,13.145338,27.37844,22.167997,61.24762,62.277534,15.397009
image_2449,IM7U4,96.45456,106.92416,117.11015,98.930374,88.93421,158.32504,177.4588,119.852295,88.4955,174.95871,176.60173,110.61458,70.9947,107.483826,103.36186,81.05666,8.761345,20.035957,24.842327,14.169507,19.913439,31.275913,5.982051,32.640617,22.264818,10.727118,7.2855897,34.768364,12.5896845,50.70752,49.902954,18.091957
image_2450,OM3U3,155.32484,142.16203,140.87866,137.7752,147.29123,159.7735,146.1012,127.75929,139.1713,162.49368,122.2393,106.82593,135.0278,135.32599,111.63408,125.17265,30.37866,24.8329,15.323412,8.15178,36.39201,33.258068,46.796432,12.251632,10.606085,26.077793,40.872166,14.986523,10.258518,31.121595,21.880474,19.300793
image_2451,OM3U3,102.54117,101.09214,107.82699,67.384094,118.756035,123.84528,109.2327,84.11439,93.31078,127.10855,91.75215,77.97792,68.07854,107.0367,84.250114,75.00003,48.50761,23.833986,10.619901,47.467033,34.388138,30.199156,36.2917,27.629656,29.68493,19.958523,31.500887,11.319344,47.974724,23.466314,23.03117,34.816452
image_2452,OM3U3,166.15869,150.64288,149.0839,147.94193,157.28336,168.40877,155.5578,137.02194,149.5699,170.87173,131.13194,116.49716,145.33453,144.33282,120.789474,135.13226,30.341352,26.566235,16.647131,8.681884,37.835598,35.49847,47.862526,12.055167,11.086454,28.426073,41.96134,15.669245,10.903132,31.693571,22.563627,20.048548
image_2453,OM3U3,100.49574,73.147675,71.22478,92.808,98.31198,109.48024,136.58205,138.3115,118.44891,143.53934,139.77834,123.031204,118.55301,127.195786,140.65665,118.97069,42.897568,21.233974,25.145384,37.65073,24.239546,34.2826,28.966137,18.48986,10.9826975,26.624765,19.728374,31.33167,41.179073,25.565825,13.186921,47.367554
image_2454,OM3U3,108.015564,123.07122,114.43267,105.62149,97.12338,116.46778,131.28564,106.351295,94.018326,87.35281,81.17083,90.86392,98.1526,80.74258,82.14253,95.729034,16.955168,22.447233,13.622939,5.5079417,16.035006,26.692387,25.143848,11.662754,5.690571,5.849676,9.187428,16.97966,4.745884,13.372106,11.281421,7.967118
image_2455,OM3U3,110.13428,128.58835,118.02508,107.37253,96.96212,120.48862,138.75198,108.125565,93.00753,84.99969,77.37208,89.23447,98.0418,76.77721,78.530914,95.27139,20.642548,27.49622,16.647915,6.7667446,19.61933,32.54039,30.687975,14.200305,6.799083,7.185078,11.221241,20.824205,5.763701,16.274172,13.826118,9.893563
image_2456,OM3U3,116.682236,125.936325,110.64413,108.791466,110.28677,158.04333,122.753494,79.98629,98.497246,110.062805,94.85237,93.267555,102.52644,85.0966,80.01196,104.638214,7.473293,8.018037,14.958024,13.34448,13.18808,30.714375,43.814922,17.244993,14.094079,33.329082,22.126625,12.16926,13.8054495,14.84958,18.381857,9.439482
image_2457,OM3U3,138.04095,139.61716,130.19678,132.58044,128.7099,139.70276,143.37236,117.18836,138.89142,140.7565,108.31206,100.79135,113.41101,76.484886,70.887146,115.65393,10.554065,12.698817,14.982146,10.813768,22.023045,19.115635,27.29634,11.096033,16.895372,28.11852,33.784714,18.01851,20.601412,22.925701,20.6749,22.685278
image_2458,OM3U3,74.75743,67.74316,67.2456,64.69349,70.26962,76.68515,69.33207,59.62101,65.179825,78.46097,57.256294,49.50617,63.334084,63.827156,51.96656,58.659332,16.651873,13.3162,7.73212,4.1263733,18.81463,17.25998,24.127558,6.0827727,5.1429996,13.753142,20.273743,6.986937,5.0767097,15.707542,10.290066,9.407548
image_2459,OM3U3,105.44603,115.20041,109.58421,104.0408,98.2717,110.79561,120.48576,104.25125,96.15889,91.848724,87.71837,94.11687,98.87148,87.5443,88.47611,97.449974,10.9003105,14.5625725,8.70889,3.5500882,10.451257,17.216394,16.29307,7.4963818,3.536545,3.7437315,5.875977,11.053551,3.0681708,8.641259,7.2757745,5.3683457
image_2460,OM3U3,119.997765,131.54556,112.16737,110.008736,111.83035,172.1276,127.60808,73.49813,96.939545,111.37345,92.36159,90.35251,101.93335,79.93609,73.393364,104.75604,9.561164,10.320281,18.960669,16.92303,16.740707,38.728725,55.335663,21.81886,17.831772,42.21382,28.030224,15.593645,17.428501,18.826336,23.241213,12.1319275
image_2461,OM3U3,110.00392,112.289604,131.59348,119.98688,73.44544,127.48462,171.99542,111.76512,90.30284,92.295074,111.26956,96.9344,104.683624,73.43629,79.93697,101.86069,16.941338,18.948631,10.195733,9.518623,21.721834,55.302948,38.58565,16.661781,15.612764,28.003542,42.102592,17.816326,12.066828,23.383224,18.854761,17.370123
image_2462,OM3U3,109.400894,127.82806,117.46593,106.495575,96.47633,119.911194,137.97212,107.57004,92.2451,84.84366,77.11278,88.69337,97.11601,76.44536,78.216385,94.806015,20.524786,27.171303,16.485514,6.706341,19.56852,32.119667,30.263922,14.061801,6.4410596,7.0622015,11.165084,20.551577,5.6892657,16.174652,13.725854,9.665015
image_2463,OM3U3,119.042656,108.38229,107.60003,103.53789,112.134186,122.7624,110.85036,95.30299,104.28058,125.382095,91.66266,79.2113,101.3365,102.03238,83.016235,93.71063,26.689175,21.120111,12.452623,6.522473,30.03979,27.448875,38.385292,9.629255,8.203004,21.815878,32.266598,11.176894,8.177242,25.001326,16.509897,15.011406
image_2464,OM3U3,77.15634,91.63393,87.6199,78.56523,84.76845,118.35122,104.8744,80.327225,66.210175,67.20163,68.37848,69.86042,63.873543,44.862007,36.0379,61.519157,12.825962,14.299319,18.733643,10.993727,17.30194,19.803385,24.631027,16.70684,10.413647,12.878979,18.304243,10.769738,9.342213,9.204798,6.5751777,12.342651
image_2465,OM3U3,128.51352,165.94879,168.58469,133.92487,95.798225,164.96027,185.8869,146.33313,103.63542,127.962875,107.91753,114.21321,117.54257,85.690994,83.50471,121.22277,16.679756,32.602646,30.862263,11.401219,23.874556,42.05638,34.220207,19.928316,13.34301,24.893883,22.885723,16.46568,16.132116,21.668827,23.442127,14.559383
image_2466,OM3U3,119.22002,108.17949,107.381195,103.677246,112.222435,122.54641,110.68619,95.289024,104.36402,125.26605,91.556175,79.18938,101.687645,102.03079,83.00372,93.915245,26.671104,21.274477,12.512291,6.546035,29.961937,27.575584,38.39991,9.628377,8.137657,21.922604,32.224678,11.2020855,8.346245,25.080542,16.482347,15.1140175
image_2467,OM3U3,119.722534,108.82325,108.00847,104.13374,112.71321,123.281296,111.36909,95.802055,104.85588,125.8542,92.13593,79.75288,101.9085,102.60794,83.54408,94.30119,26.681423,21.258139,12.447663,6.574674,30.004297,27.443268,38.56525,9.585617,8.268052,22.021805,32.372288,11.235988,8.224561,25.151478,16.550167,15.021685
image_2468,OM3U3,119.011696,108.2778,107.63835,103.477684,112.171974,122.708405,110.81563,95.3969,104.23835,125.32574,91.73384,79.32143,101.23862,102.22046,83.163376,93.72002,26.60435,20.94935,12.428618,6.5410852,29.919523,27.221773,38.27119,9.593991,8.141129,21.785322,32.07842,11.157869,8.074826,24.988174,16.55181,15.012121
image_2469,OM3U3,117.70356,152.06038,154.54434,122.746796,87.67673,151.60306,171.09882,133.8369,94.95567,116.99031,98.962166,104.54678,107.6978,78.469696,76.51956,111.2037,15.307626,30.034882,28.319017,10.548317,21.8258,39.504726,32.359566,18.32168,12.150836,22.65057,20.794136,14.969168,14.914072,19.892763,21.430994,13.488799
image_2470,OM3U3,112.43071,151.36131,152.12885,102.331856,88.9142,159.27144,167.76755,125.00297,91.03409,117.33453,100.06651,100.95735,90.8271,81.75643,71.588745,98.27868,37.87718,36.916843,28.292002,45.411625,26.256968,36.741833,32.85471,31.470331,22.465805,22.440662,21.893164,15.798458,40.547173,18.28264,22.193739,33.529026
image_2471,OM3U3,104.76896,123.099335,118.88897,88.784256,97.858,125.39692,135.81128,99.65939,88.90498,85.51359,77.90035,86.80281,82.17415,78.91612,76.20581,83.82168,38.78054,30.596369,16.952703,39.050148,22.844423,31.838509,31.516184,25.376282,19.843147,7.1752486,10.30448,21.4359,35.521523,15.579103,17.900352,26.947779
image_2472,OM3U3,141.04056,142.52393,131.52179,134.51926,129.44025,141.9287,145.90738,115.76759,141.66122,142.6372,104.34872,96.004005,111.35801,66.369736,59.516743,113.92214,12.791391,14.766516,18.317045,13.154442,26.294283,21.665478,31.295908,13.544236,19.379688,32.41252,39.623943,22.089462,25.168741,27.672657,25.019663,27.757616
image_2473,OM3U3,109.18045,129.75058,123.888,111.053116,120.246956,167.49582,148.46922,113.97619,94.0351,95.34298,97.0039,99.10698,90.56997,63.994194,51.61897,87.29945,18.19402,20.231256,26.532265,15.613013,24.540075,27.775282,34.743816,23.669569,14.540892,18.232517,25.788795,15.249973,13.06519,12.960812,9.307582,17.3713
image_2474,OM3U3,119.64956,131.21216,111.75032,109.28969,111.18789,171.31216,126.97342,73.13443,96.411224,110.951904,91.80246,89.58171,101.47821,79.49693,72.95241,104.17651,9.631148,10.145105,18.803232,16.79321,16.537466,38.505264,55.146656,21.573135,17.709852,42.08542,27.94172,15.38901,17.477139,18.772757,23.190397,12.303642
image_2475,OM3U3,107.354904,118.00523,128.60469,110.0676,108.2159,138.73676,120.470146,96.87582,89.24969,77.304,84.99312,92.966965,95.24411,78.5311,76.692184,98.06099,6.751494,16.475594,27.433882,20.714952,14.197888,30.608242,32.546684,19.565859,20.792953,11.069075,7.1694913,6.7519536,9.969823,13.786261,16.376293,5.7565584
image_2476,OM3U3,100.72293,101.77415,94.93492,96.677765,93.70743,101.91263,104.45474,85.37839,101.19833,102.60598,78.7874,73.22121,82.5896,55.46368,51.46692,84.16226,7.6100383,9.21349,10.842496,7.875223,16.093367,14.015854,19.841164,8.050507,12.299897,20.49198,24.666193,12.978507,15.064361,16.775312,15.120782,16.395395
image_2477,OM3U3,110.00392,112.289604,131.59348,119.98688,73.44544,127.48462,171.99542,111.76512,90.30284,92.295074,111.26956,96.9344,104.683624,73.43629,79.93697,101.86069,16.941338,18.948631,10.195733,9.518623,21.721834,55.302948,38.58565,16.661781,15.612764,28.003542,42.102592,17.816326,12.066828,23.383224,18.854761,17.370123
image_2478,OM3U3,87.30367,51.67347,64.039024,90.529465,99.07214,97.14494,95.366684,94.0586,114.02341,148.4078,167.4985,120.2253,111.12454,123.933685,129.74756,109.19083,17.398441,9.224775,12.942113,12.946642,15.1745205,25.713068,18.335255,14.590252,23.802517,34.727413,27.834272,24.48309,15.570674,26.50766,20.292599,18.225698
image_2479,OM3U3,164.97649,206.85951,210.24692,170.79865,126.70524,201.23277,223.2468,186.02328,135.92516,163.99489,138.18816,148.59448,151.27113,113.725006,110.20889,155.77332,19.723785,35.697323,34.67141,14.250702,30.453968,41.35315,34.59457,23.045855,15.398332,28.121923,25.164724,19.462894,18.817282,26.652475,28.199005,16.764412
image_2480,OM3U3,137.41827,139.0632,129.43912,131.9956,128.0421,139.08081,142.66881,116.48329,138.34647,140.17227,107.58719,100.096085,112.85591,75.93492,70.204704,114.86519,10.695407,12.668349,14.805491,10.895071,21.94562,19.272211,27.251732,10.95808,16.96991,28.161411,33.968784,17.899302,20.567055,22.859282,20.536259,22.585314
image_2481,OM3U3,117.25398,162.08615,165.2559,123.63808,78.64233,160.76987,185.163,138.813,87.54948,116.96361,92.70179,100.23328,104.125626,66.239914,64.01895,108.53096,19.916204,38.54713,36.921417,13.968523,27.874115,48.740906,39.82164,24.249517,16.00425,30.1442,27.539326,19.848213,19.319328,25.297752,27.404232,17.549438
image_2482,OM3U3,117.57718,151.97437,154.30557,122.7305,87.75169,151.65408,171.04321,133.75687,94.78525,116.94587,98.76837,104.40895,107.49279,78.48528,76.49291,111.24432,15.262695,29.991396,28.185257,10.584385,21.775322,39.418907,32.458427,18.4166,12.031281,22.765268,20.718216,14.991634,14.924029,19.853863,21.425081,13.619807
image_2483,OM3U3,123.78877,146.94563,140.11469,126.042305,136.37,187.52826,167.06487,129.29243,106.5576,107.97581,110.07289,112.431854,102.58168,72.503235,58.33506,98.86501,20.778198,22.449043,28.783072,17.229883,27.663519,29.382889,37.88827,26.532803,16.652977,20.460274,29.24808,17.24418,14.76347,14.756764,10.513407,19.70901
image_2484,OM3U3,118.19899,152.56178,154.83296,123.03053,88.18006,152.23389,171.63417,134.3724,95.434296,117.47235,99.28146,104.952545,108.059875,78.95451,76.97177,111.50498,15.343896,30.051744,28.28786,10.551455,21.866741,39.537323,32.44208,18.33631,12.228044,22.789118,20.942017,15.097796,14.854793,19.896566,21.52639,13.444129
image_2485,OM3U3,94.28401,83.53585,102.645,101.92859,79.848,92.158325,125.84187,104.8638,95.732185,111.38107,123.34758,112.7093,104.16624,107.970245,108.70253,119.75864,14.965058,16.458063,25.067379,8.179421,11.167652,32.167244,21.980568,8.265402,9.5414,38.49062,27.571342,29.92786,6.5170894,12.403918,21.238102,26.556534
image_2486,OM3U3,150.62656,174.65219,159.4385,147.16199,134.55591,167.58789,187.18744,148.00595,129.53305,118.49762,108.267136,124.86549,135.383,107.632065,110.212494,131.90582,25.409727,34.84334,21.874132,8.641156,25.250002,44.301926,38.670116,17.147097,8.315681,8.47168,14.008266,28.628653,7.050116,22.299206,18.82249,12.292225
image_2487,OM3U3,132.65898,130.19496,139.52908,138.11505,117.22017,143.3078,139.69138,128.73103,100.833725,108.15591,140.73012,138.91664,115.756516,70.828995,76.52254,113.392166,10.983893,14.959076,12.4821615,10.622131,11.052998,27.137625,19.03313,21.896603,18.142044,33.81057,27.97338,16.97854,22.753235,20.696135,22.90916,20.589994
image_2488,OM3U3,119.780045,154.67274,156.91655,124.92909,89.20192,154.19664,173.88446,136.2695,96.56389,119.164856,100.60666,106.38488,109.56527,79.75251,77.75376,113.21199,15.594519,30.446419,28.518234,10.633162,22.264902,39.92744,32.731472,18.585827,12.352003,23.161947,21.358986,15.31867,15.15819,20.18479,21.904846,13.782102
image_2489,OM3U3,109.661545,128.01057,117.5327,106.76576,96.42546,120.09858,138.16063,107.54457,92.28361,84.313736,76.68315,88.6855,97.43641,76.29852,78.07346,94.740486,20.645245,27.317034,16.61608,6.7128086,19.619045,32.44143,30.691616,14.30316,6.677202,7.208706,11.188883,20.741066,5.8776026,16.265785,13.8077,9.968537
image_2490,OM3U3,116.29537,150.57782,152.75443,121.00334,86.7137,149.96397,169.21078,132.33203,93.84837,115.85458,97.9158,103.36104,106.29519,77.72246,75.54701,109.613106,15.22786,29.705315,28.18724,10.545975,21.619347,38.97047,31.903513,18.259602,11.911441,22.424362,20.617226,14.731994,14.630238,19.578325,21.155922,13.136153
image_2491,OM3U3,118.73397,129.42586,111.4314,109.32521,110.89811,167.16113,125.65817,75.32336,97.05997,110.59247,92.80492,90.99844,101.98754,81.42069,75.32118,104.45246,8.911693,9.458781,17.596933,15.681553,15.530386,36.029217,51.483727,20.221338,16.575054,39.274975,26.081202,14.586059,16.382128,17.511112,21.712006,11.453579
image_2492,OM3U3,124.01126,160.10231,162.59943,129.18298,92.37907,159.44424,179.78879,140.86996,99.894516,123.33939,104.040085,109.993744,113.28951,82.69931,80.50345,117.037704,16.118816,31.532187,29.889751,11.112279,22.944,41.131065,33.50606,19.40504,12.6945,23.91395,22.002722,15.821074,15.459163,20.932247,22.602903,14.184229
image_2493,OM3U3,137.30359,137.39767,128.41595,131.7449,127.455826,135.62265,139.65283,116.46747,137.52496,137.76523,107.20592,100.38487,112.812,75.99118,70.49161,115.00554,10.378875,12.2427435,15.396487,10.867565,21.344856,18.53949,26.752132,11.040017,15.969442,26.682331,32.33316,17.921106,20.598228,22.934706,20.674002,22.6637
image_2494,OM3U3,108.87404,125.66898,116.05241,106.17605,96.831825,118.37575,135.04794,107.04018,93.22851,86.03452,78.864296,89.71361,97.9613,78.36586,79.94932,95.173325,18.866816,25.055845,15.189009,6.220488,17.940466,29.858746,27.958866,12.944345,6.2924914,6.573064,10.206524,19.027231,5.337013,15.018832,12.599706,8.996263
image_2495,OM3U3,132.65898,130.19496,139.52908,138.11505,117.22017,143.3078,139.69138,128.73103,100.833725,108.15591,140.73012,138.91664,115.756516,70.828995,76.52254,113.392166,10.983893,14.959076,12.4821615,10.622131,11.052998,27.137625,19.03313,21.896603,18.142044,33.81057,27.97338,16.97854,22.753235,20.696135,22.90916,20.589994
image_2496,OM3U3,98.88401,112.79657,105.824036,96.675125,104.04515,122.77616,112.98546,96.979416,105.66249,124.84419,92.65038,76.326416,92.27108,97.020874,82.709854,77.017136,50.428677,26.45556,20.163355,28.899073,35.68068,26.129112,38.83638,9.1701765,8.473855,23.728682,32.852562,19.613188,28.788221,28.664059,15.843092,37.211178
image_2497,OM3U3,129.51218,117.551384,116.73523,112.552185,121.84356,133.19685,120.40191,103.50024,113.53772,136.07741,99.57096,86.04392,110.145325,110.96814,90.27552,101.872955,28.265762,22.618618,13.499196,7.0987577,32.576744,29.689602,41.54782,10.451053,8.903639,23.832611,35.046074,12.06679,8.907903,27.177443,17.847181,16.329308
image_2498,OM3U3,125.23684,109.99965,109.623024,105.86632,116.21224,128.52979,113.168724,93.72258,106.55743,132.08101,89.13233,72.5085,103.24609,102.7121,77.41669,92.989265,32.173088,26.910885,16.009365,7.375903,37.437294,35.540607,49.850338,12.444691,9.056154,28.6916,41.054874,15.544208,9.278018,32.088894,21.318075,19.576305
image_2499,OM3U3,157.66333,144.2037,142.71667,140.05048,149.54639,161.80522,148.3815,130.04916,141.40544,164.42279,124.351326,109.02299,137.23914,137.28848,113.695984,127.29585,30.374641,25.170301,15.5017805,8.209594,36.709717,33.729572,47.194992,12.033686,10.639416,26.51192,41.126713,15.224736,10.399209,31.228191,22.093649,19.42804
image_2500,OM7,137.40729,157.26526,160.1563,138.68533,139.73926,188.37672,188.5533,130.36024,147.63136,149.60982,120.9878,103.34674,120.852,96.550354,89.59889,124.287186,6.4232507,21.264076,16.095907,11.402231,11.794522,16.719978,22.944592,18.888884,16.876707,20.602266,19.014116,19.347376,15.701048,28.474499,26.939264,13.940615
image_2501,OM7,76.945114,82.36989,86.41937,72.858536,78.01814,100.15398,99.27417,71.51556,68.869415,70.288635,73.8861,64.56343,71.49408,53.839283,44.97078,53.777084,9.223629,8.684272,11.555398,15.262859,9.215682,15.821196,15.187202,10.544752,10.823718,16.356108,15.052836,9.2028675,11.005063,15.39909,16.008097,15.741565
image_2502,OM7,131.20609,161.19669,164.44592,134.9238,146.98575,188.45056,179.28204,124.99344,136.52243,146.19363,136.5777,120.079926,126.02802,125.53092,117.6949,125.719826,16.80404,24.914007,22.457779,20.837765,20.674263,19.626911,22.464619,28.24745,17.261131,15.928117,13.449647,18.23075,16.273811,22.65467,20.766045,14.640488
image_2503,OM7,139.25221,141.53073,139.4982,131.31685,138.994,127.72887,138.71371,115.96387,133.76746,149.12314,149.72931,103.127686,124.98961,82.64395,61.254837,91.3602,8.288175,10.550529,10.741035,18.948135,8.977874,15.040014,14.864424,15.129142,9.629867,22.89969,38.65533,13.216631,14.252837,23.552658,19.357265,30.529259
image_2504,OM7,107.762886,114.26726,130.8985,111.401306,101.37631,164.70786,179.26706,127.36232,79.409065,113.57616,141.57962,111.15318,86.31829,84.64432,95.57237,105.0479,6.8870635,16.051352,25.219023,10.079721,11.906134,23.640976,16.24723,26.784128,19.627167,36.659378,19.93226,17.631784,20.323378,20.556269,16.128225,8.000462
image_2505,OM7,110.138016,127.31124,142.00269,113.88935,109.23,157.41808,170.36983,119.64633,99.15396,128.6772,103.27211,97.94098,81.82727,57.604347,67.60453,104.73302,4.2466145,28.464636,25.952318,12.4548,11.48919,19.827291,11.347339,20.113684,12.009601,25.194311,27.954031,11.127232,19.332438,18.192295,20.0078,9.9224205
image_2506,OM7,129.79863,135.83243,147.62946,133.1683,132.74117,150.89172,166.1229,116.57782,120.39071,139.1113,116.235985,101.880424,109.11661,84.41832,73.61099,112.623474,12.043306,14.36249,13.906448,23.278412,11.828888,16.11915,23.477972,23.721476,17.03723,25.96482,26.364368,17.387373,21.062912,25.559935,22.708702,17.262377
